,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
1477,0.583,0.666,9,-11.702,0,0.0307,0.0917,0.993,0.281,0.11,121.709,audio_features,3kwql90R2gmkK12R8uGHCs,spotify:track:3kwql90R2gmkK12R8uGHCs,https://api.spotify.com/v1/tracks/3kwql90R2gmkK12R8uGHCs,https://api.spotify.com/v1/audio-analysis/3kwql90R2gmkK12R8uGHCs,401253,4
1478,0.485,0.619,7,-4.31,1,0.0277,0.0158,0.0,0.308,0.525,143.758,audio_features,7stZzyUAlwHLVsVOcuXEZd,spotify:track:7stZzyUAlwHLVsVOcuXEZd,https://api.spotify.com/v1/tracks/7stZzyUAlwHLVsVOcuXEZd,https://api.spotify.com/v1/audio-analysis/7stZzyUAlwHLVsVOcuXEZd,227200,4
1479,0.62,0.67,2,-11.575,0,0.0591,0.853,0.896,0.156,0.295,113.492,audio_features,5L8ta4ECl5zeA6bGqY7G38,spotify:track:5L8ta4ECl5zeA6bGqY7G38,https://api.spotify.com/v1/tracks/5L8ta4ECl5zeA6bGqY7G38,https://api.spotify.com/v1/audio-analysis/5L8ta4ECl5zeA6bGqY7G38,520293,4
1480,0.461,0.0666,0,-20.8,0,0.0413,0.991,0.95,0.109,0.0754,68.625,audio_features,3O6ef9AElCEdsjwi5ZTvA9,spotify:track:3O6ef9AElCEdsjwi5ZTvA9,https://api.spotify.com/v1/tracks/3O6ef9AElCEdsjwi5ZTvA9,https://api.spotify.com/v1/audio-analysis/3O6ef9AElCEdsjwi5ZTvA9,248000,3
1481,0.596,0.575,4,-14.254,0,0.04,0.449,0.000104,0.0839,0.745,107.573,audio_features,08xsXR637CEqbxJmpFcuSA,spotify:track:08xsXR637CEqbxJmpFcuSA,https://api.spotify.com/v1/tracks/08xsXR637CEqbxJmpFcuSA,https://api.spotify.com/v1/audio-analysis/08xsXR637CEqbxJmpFcuSA,164707,4
1482,0.891,0.714,4,-6.055,0,0.14,0.202,0.000234,0.0521,0.818,100.972,audio_features,1AWQoqb9bSvzTjaLralEkT,spotify:track:1AWQoqb9bSvzTjaLralEkT,https://api.spotify.com/v1/tracks/1AWQoqb9bSvzTjaLralEkT,https://api.spotify.com/v1/audio-analysis/1AWQoqb9bSvzTjaLralEkT,267267,4
1483,0.541,0.711,9,-13.492,1,0.0383,0.0635,0.0201,0.719,0.588,136.58,audio_features,6aqm56xP40foYBBtAWWrnY,spotify:track:6aqm56xP40foYBBtAWWrnY,https://api.spotify.com/v1/tracks/6aqm56xP40foYBBtAWWrnY,https://api.spotify.com/v1/audio-analysis/6aqm56xP40foYBBtAWWrnY,291893,4
1484,0.529,0.735,5,-8.153,1,0.0896,0.238,0.0,0.102,0.862,79.002,audio_features,6SN51pk4UOfKa9Q9DoXEtF,spotify:track:6SN51pk4UOfKa9Q9DoXEtF,https://api.spotify.com/v1/tracks/6SN51pk4UOfKa9Q9DoXEtF,https://api.spotify.com/v1/audio-analysis/6SN51pk4UOfKa9Q9DoXEtF,246200,4
1485,0.581,0.672,8,-8.279,1,0.0602,0.104,0.856,0.0458,0.808,111.154,audio_features,4Ce66JznW8QbeyTdSzdGwR,spotify:track:4Ce66JznW8QbeyTdSzdGwR,https://api.spotify.com/v1/tracks/4Ce66JznW8QbeyTdSzdGwR,https://api.spotify.com/v1/audio-analysis/4Ce66JznW8QbeyTdSzdGwR,941360,4
1486,0.699,0.197,4,-14.792,1,0.0383,0.655,0.0,0.0716,0.361,122.871,audio_features,4EgKcG7aswxVfQEqa3dl8S,spotify:track:4EgKcG7aswxVfQEqa3dl8S,https://api.spotify.com/v1/tracks/4EgKcG7aswxVfQEqa3dl8S,https://api.spotify.com/v1/audio-analysis/4EgKcG7aswxVfQEqa3dl8S,252067,4
1487,0.566,0.664,8,-9.081,1,0.0281,0.0928,0.305,0.0903,0.764,91.117,audio_features,3l9eg9RtisizG12a1D6nZl,spotify:track:3l9eg9RtisizG12a1D6nZl,https://api.spotify.com/v1/tracks/3l9eg9RtisizG12a1D6nZl,https://api.spotify.com/v1/audio-analysis/3l9eg9RtisizG12a1D6nZl,298760,4
1488,0.597,0.554,11,-14.144,0,0.0425,0.029,0.0,0.0766,0.963,117.835,audio_features,3bWGaqVeYKMlLss40mPgNn,spotify:track:3bWGaqVeYKMlLss40mPgNn,https://api.spotify.com/v1/tracks/3bWGaqVeYKMlLss40mPgNn,https://api.spotify.com/v1/audio-analysis/3bWGaqVeYKMlLss40mPgNn,133200,4
1489,0.532,0.825,9,-5.287,1,0.0468,0.18,0.0,0.296,0.96,169.961,audio_features,4kY7rYtE4OQkJNq22OIYRI,spotify:track:4kY7rYtE4OQkJNq22OIYRI,https://api.spotify.com/v1/tracks/4kY7rYtE4OQkJNq22OIYRI,https://api.spotify.com/v1/audio-analysis/4kY7rYtE4OQkJNq22OIYRI,195867,4
1490,0.561,0.897,4,-6.076,0,0.111,0.0454,0.0,0.0845,0.422,122.914,audio_features,4hdKgDxQMLEoiNwzL1Wu5y,spotify:track:4hdKgDxQMLEoiNwzL1Wu5y,https://api.spotify.com/v1/tracks/4hdKgDxQMLEoiNwzL1Wu5y,https://api.spotify.com/v1/audio-analysis/4hdKgDxQMLEoiNwzL1Wu5y,225773,4
1491,0.711,0.771,9,-6.932,0,0.0275,0.182,0.333,0.242,0.765,135.179,audio_features,79p7mYGJC9IgybmPsZf5HP,spotify:track:79p7mYGJC9IgybmPsZf5HP,https://api.spotify.com/v1/tracks/79p7mYGJC9IgybmPsZf5HP,https://api.spotify.com/v1/audio-analysis/79p7mYGJC9IgybmPsZf5HP,308360,4
1492,0.815,0.605,5,-9.118,0,0.0368,0.033,0.684,0.114,0.795,102.643,audio_features,4ACxa9buEUnOdYEoPcnMpi,spotify:track:4ACxa9buEUnOdYEoPcnMpi,https://api.spotify.com/v1/tracks/4ACxa9buEUnOdYEoPcnMpi,https://api.spotify.com/v1/audio-analysis/4ACxa9buEUnOdYEoPcnMpi,259893,4
1493,0.694,0.444,9,-13.254,1,0.0648,0.00657,0.776,0.0719,0.879,143.078,audio_features,6Kbkge4WbvwWv1jVzSQsr8,spotify:track:6Kbkge4WbvwWv1jVzSQsr8,https://api.spotify.com/v1/tracks/6Kbkge4WbvwWv1jVzSQsr8,https://api.spotify.com/v1/audio-analysis/6Kbkge4WbvwWv1jVzSQsr8,225547,4
1494,0.373,0.571,7,-9.186,0,0.0334,0.392,0.0476,0.126,0.656,161.874,audio_features,4Lz33Oi0UQ6SECXsT80Tx2,spotify:track:4Lz33Oi0UQ6SECXsT80Tx2,https://api.spotify.com/v1/tracks/4Lz33Oi0UQ6SECXsT80Tx2,https://api.spotify.com/v1/audio-analysis/4Lz33Oi0UQ6SECXsT80Tx2,331173,3
1495,0.436,0.876,10,-4.902,0,0.0647,3.33e-05,0.000104,0.205,0.512,157.044,audio_features,30HCB1FoE77IfGRyNv4eFq,spotify:track:30HCB1FoE77IfGRyNv4eFq,https://api.spotify.com/v1/tracks/30HCB1FoE77IfGRyNv4eFq,https://api.spotify.com/v1/audio-analysis/30HCB1FoE77IfGRyNv4eFq,255080,4
1496,0.488,0.453,4,-11.562,0,0.0304,0.314,0.691,0.179,0.129,138.077,audio_features,5gz38AxRkD6Ywxd4fr2pLj,spotify:track:5gz38AxRkD6Ywxd4fr2pLj,https://api.spotify.com/v1/tracks/5gz38AxRkD6Ywxd4fr2pLj,https://api.spotify.com/v1/audio-analysis/5gz38AxRkD6Ywxd4fr2pLj,253853,4
1497,0.119,0.934,9,-6.513,1,0.0627,0.00021,0.00281,0.669,0.268,87.477,audio_features,5skItcOulvNhsjoJ3kUYoS,spotify:track:5skItcOulvNhsjoJ3kUYoS,https://api.spotify.com/v1/tracks/5skItcOulvNhsjoJ3kUYoS,https://api.spotify.com/v1/audio-analysis/5skItcOulvNhsjoJ3kUYoS,265293,4
1498,0.871,0.501,9,-8.904,1,0.0466,0.371,0.0,0.0939,0.848,119.953,audio_features,4y3BUo2hp0MxylfbUaqRyJ,spotify:track:4y3BUo2hp0MxylfbUaqRyJ,https://api.spotify.com/v1/tracks/4y3BUo2hp0MxylfbUaqRyJ,https://api.spotify.com/v1/audio-analysis/4y3BUo2hp0MxylfbUaqRyJ,196000,4
1499,0.717,0.389,10,-12.626,0,0.121,0.0115,0.0138,0.103,0.661,99.924,audio_features,2DbwN7qVhcfHe09iXzSoIc,spotify:track:2DbwN7qVhcfHe09iXzSoIc,https://api.spotify.com/v1/tracks/2DbwN7qVhcfHe09iXzSoIc,https://api.spotify.com/v1/audio-analysis/2DbwN7qVhcfHe09iXzSoIc,313106,4
1500,0.471,0.383,6,-13.187,1,0.037,0.503,0.0,0.113,0.484,144.913,audio_features,7CFrqPv9yZCNNRMD9PgZrX,spotify:track:7CFrqPv9yZCNNRMD9PgZrX,https://api.spotify.com/v1/tracks/7CFrqPv9yZCNNRMD9PgZrX,https://api.spotify.com/v1/audio-analysis/7CFrqPv9yZCNNRMD9PgZrX,296227,4
1501,0.596,0.497,2,-10.971,1,0.0423,0.84,0.000127,0.275,0.543,126.652,audio_features,2smo5a3d4oGxg0tzZKG6Ue,spotify:track:2smo5a3d4oGxg0tzZKG6Ue,https://api.spotify.com/v1/tracks/2smo5a3d4oGxg0tzZKG6Ue,https://api.spotify.com/v1/audio-analysis/2smo5a3d4oGxg0tzZKG6Ue,217533,5
1502,0.702,0.772,9,-9.677,1,0.0277,0.0312,0.00837,0.0808,0.973,141.697,audio_features,3f32jD8o0ujcYvNLNZBhqv,spotify:track:3f32jD8o0ujcYvNLNZBhqv,https://api.spotify.com/v1/tracks/3f32jD8o0ujcYvNLNZBhqv,https://api.spotify.com/v1/audio-analysis/3f32jD8o0ujcYvNLNZBhqv,154120,4
1503,0.864,0.755,11,-6.827,0,0.101,0.338,0.0483,0.0595,0.327,98.815,audio_features,2xN8RYKg69sdfoqtvYnwwM,spotify:track:2xN8RYKg69sdfoqtvYnwwM,https://api.spotify.com/v1/tracks/2xN8RYKg69sdfoqtvYnwwM,https://api.spotify.com/v1/audio-analysis/2xN8RYKg69sdfoqtvYnwwM,234040,4
1504,0.655,0.606,7,-10.385,1,0.0285,0.0603,0.0789,0.0757,0.765,110.061,audio_features,608xszaAxVh4m7NcKJiAbF,spotify:track:608xszaAxVh4m7NcKJiAbF,https://api.spotify.com/v1/tracks/608xszaAxVh4m7NcKJiAbF,https://api.spotify.com/v1/audio-analysis/608xszaAxVh4m7NcKJiAbF,291686,4
1505,0.565,0.902,7,-7.579,0,0.0725,0.0132,0.0,0.0561,0.544,133.11,audio_features,2aC8wwfrM0YeTAzzk8hxqC,spotify:track:2aC8wwfrM0YeTAzzk8hxqC,https://api.spotify.com/v1/tracks/2aC8wwfrM0YeTAzzk8hxqC,https://api.spotify.com/v1/audio-analysis/2aC8wwfrM0YeTAzzk8hxqC,273573,4
1506,0.485,0.552,1,-9.202,1,0.0543,0.116,0.0455,0.0864,0.0676,139.792,audio_features,2BTjb4H2FLh2e5zx3nI6Ul,spotify:track:2BTjb4H2FLh2e5zx3nI6Ul,https://api.spotify.com/v1/tracks/2BTjb4H2FLh2e5zx3nI6Ul,https://api.spotify.com/v1/audio-analysis/2BTjb4H2FLh2e5zx3nI6Ul,338413,4
1507,0.499,0.676,11,-8.324,0,0.0336,0.278,0.00168,0.204,0.529,121.959,audio_features,6AI8Z6dzATuI6zrlKE7qhr,spotify:track:6AI8Z6dzATuI6zrlKE7qhr,https://api.spotify.com/v1/tracks/6AI8Z6dzATuI6zrlKE7qhr,https://api.spotify.com/v1/audio-analysis/6AI8Z6dzATuI6zrlKE7qhr,167507,4
1508,0.682,0.505,1,-11.709,1,0.138,0.137,0.0,0.234,0.4,89.954,audio_features,1rJM37Dd4OcSJvzI84yCcP,spotify:track:1rJM37Dd4OcSJvzI84yCcP,https://api.spotify.com/v1/tracks/1rJM37Dd4OcSJvzI84yCcP,https://api.spotify.com/v1/audio-analysis/1rJM37Dd4OcSJvzI84yCcP,260067,4
1509,0.579,0.705,6,-4.911,0,0.0339,0.0273,0.0,0.0704,0.761,116.173,audio_features,4mcZYzoGwPRDdhWVlygiHf,spotify:track:4mcZYzoGwPRDdhWVlygiHf,https://api.spotify.com/v1/tracks/4mcZYzoGwPRDdhWVlygiHf,https://api.spotify.com/v1/audio-analysis/4mcZYzoGwPRDdhWVlygiHf,201693,4
1510,0.458,0.696,11,-4.742,1,0.0402,0.285,0.0,0.123,0.418,174.141,audio_features,4B2kkxg3wKSTZw5JPaUtzQ,spotify:track:4B2kkxg3wKSTZw5JPaUtzQ,https://api.spotify.com/v1/tracks/4B2kkxg3wKSTZw5JPaUtzQ,https://api.spotify.com/v1/audio-analysis/4B2kkxg3wKSTZw5JPaUtzQ,207069,4
1511,0.378,0.953,9,-3.632,1,0.138,0.000719,2.89e-05,0.0936,0.512,167.808,audio_features,19503qDaxgCdPL2BhJngij,spotify:track:19503qDaxgCdPL2BhJngij,https://api.spotify.com/v1/tracks/19503qDaxgCdPL2BhJngij,https://api.spotify.com/v1/audio-analysis/19503qDaxgCdPL2BhJngij,200347,4
1512,0.725,0.859,7,-6.208,1,0.0636,0.0173,0.0137,0.048,0.53,131.697,audio_features,4EFkvOhgAmlHEfDfvfSoh5,spotify:track:4EFkvOhgAmlHEfDfvfSoh5,https://api.spotify.com/v1/tracks/4EFkvOhgAmlHEfDfvfSoh5,https://api.spotify.com/v1/audio-analysis/4EFkvOhgAmlHEfDfvfSoh5,212853,4
1513,0.84,0.192,6,-12.843,1,0.0514,0.409,6e-06,0.101,0.31,114.93,audio_features,4QTwWQDW89udp0JDO2lmPI,spotify:track:4QTwWQDW89udp0JDO2lmPI,https://api.spotify.com/v1/tracks/4QTwWQDW89udp0JDO2lmPI,https://api.spotify.com/v1/audio-analysis/4QTwWQDW89udp0JDO2lmPI,266227,3
1514,0.729,0.851,7,-7.033,1,0.0362,0.13,0.000912,0.443,0.741,115.118,audio_features,78His8pbKjbDQF7aX5asgv,spotify:track:78His8pbKjbDQF7aX5asgv,https://api.spotify.com/v1/tracks/78His8pbKjbDQF7aX5asgv,https://api.spotify.com/v1/audio-analysis/78His8pbKjbDQF7aX5asgv,261267,4
1515,0.2,0.466,9,-12.298,1,0.0486,0.557,0.702,0.108,0.0572,136.913,audio_features,07eGxuz8bL6QMsRqEe1Adu,spotify:track:07eGxuz8bL6QMsRqEe1Adu,https://api.spotify.com/v1/tracks/07eGxuz8bL6QMsRqEe1Adu,https://api.spotify.com/v1/audio-analysis/07eGxuz8bL6QMsRqEe1Adu,606850,5
1516,0.632,0.706,7,-7.391,1,0.0676,0.0749,0.0413,0.0356,0.945,171.199,audio_features,3LUhdkixxrrqv3nfNfkINe,spotify:track:3LUhdkixxrrqv3nfNfkINe,https://api.spotify.com/v1/tracks/3LUhdkixxrrqv3nfNfkINe,https://api.spotify.com/v1/audio-analysis/3LUhdkixxrrqv3nfNfkINe,190333,4
1517,0.538,0.652,2,-11.285,1,0.052,0.0465,0.0,0.0734,0.785,130.398,audio_features,3P4uUs9X0cPw7rf37NTndV,spotify:track:3P4uUs9X0cPw7rf37NTndV,https://api.spotify.com/v1/tracks/3P4uUs9X0cPw7rf37NTndV,https://api.spotify.com/v1/audio-analysis/3P4uUs9X0cPw7rf37NTndV,150187,4
1518,0.7,0.473,7,-9.893,0,0.0687,0.129,0.000891,0.0452,0.578,91.558,audio_features,30ELPvO4DH57Rq2kgj7a8e,spotify:track:30ELPvO4DH57Rq2kgj7a8e,https://api.spotify.com/v1/tracks/30ELPvO4DH57Rq2kgj7a8e,https://api.spotify.com/v1/audio-analysis/30ELPvO4DH57Rq2kgj7a8e,207000,4
1519,0.188,0.208,4,-15.288,1,0.0372,0.263,0.142,0.0996,0.107,139.113,audio_features,3GYcEm6ZGkn42RdMQemEo1,spotify:track:3GYcEm6ZGkn42RdMQemEo1,https://api.spotify.com/v1/tracks/3GYcEm6ZGkn42RdMQemEo1,https://api.spotify.com/v1/audio-analysis/3GYcEm6ZGkn42RdMQemEo1,188493,5
1520,0.364,0.614,11,-4.216,0,0.0328,0.471,2.82e-06,0.0735,0.476,80.844,audio_features,11NpHoPIRGEQxp0lWB46Ys,spotify:track:11NpHoPIRGEQxp0lWB46Ys,https://api.spotify.com/v1/tracks/11NpHoPIRGEQxp0lWB46Ys,https://api.spotify.com/v1/audio-analysis/11NpHoPIRGEQxp0lWB46Ys,183933,4
1521,0.184,0.411,7,-7.052,1,0.0303,0.781,1.4e-06,0.0847,0.449,176.237,audio_features,4PzJ00OTUA2ekBGmxaMFg3,spotify:track:4PzJ00OTUA2ekBGmxaMFg3,https://api.spotify.com/v1/tracks/4PzJ00OTUA2ekBGmxaMFg3,https://api.spotify.com/v1/audio-analysis/4PzJ00OTUA2ekBGmxaMFg3,168160,3
1522,0.799,0.28,0,-20.749,1,0.301,0.0728,0.0,0.0842,0.67,88.224,audio_features,519xI1wfOAJvHeV9kFdXaV,spotify:track:519xI1wfOAJvHeV9kFdXaV,https://api.spotify.com/v1/tracks/519xI1wfOAJvHeV9kFdXaV,https://api.spotify.com/v1/audio-analysis/519xI1wfOAJvHeV9kFdXaV,322733,4
1523,0.87,0.366,1,-18.998,1,0.0977,0.46,0.0139,0.071,0.819,96.74,audio_features,6yK7QgE4H7dIzHa9EV4FKL,spotify:track:6yK7QgE4H7dIzHa9EV4FKL,https://api.spotify.com/v1/tracks/6yK7QgE4H7dIzHa9EV4FKL,https://api.spotify.com/v1/audio-analysis/6yK7QgE4H7dIzHa9EV4FKL,301733,4
1524,0.225,0.889,7,-4.371,1,0.0337,0.201,0.734,0.379,0.599,96.02,audio_features,4cKJsZuzbNBpdxeMC9pBQG,spotify:track:4cKJsZuzbNBpdxeMC9pBQG,https://api.spotify.com/v1/tracks/4cKJsZuzbNBpdxeMC9pBQG,https://api.spotify.com/v1/audio-analysis/4cKJsZuzbNBpdxeMC9pBQG,390147,4
1525,0.631,0.688,2,-10.078,1,0.0304,0.0451,0.152,0.0827,0.78,125.622,audio_features,0VzrSUkxelxwNFDFU40F2B,spotify:track:0VzrSUkxelxwNFDFU40F2B,https://api.spotify.com/v1/tracks/0VzrSUkxelxwNFDFU40F2B,https://api.spotify.com/v1/audio-analysis/0VzrSUkxelxwNFDFU40F2B,227679,4
1526,0.512,0.662,3,-6.797,1,0.0439,0.0275,0.0,0.118,0.472,180.114,audio_features,3DamFFqW32WihKkTVlwTYQ,spotify:track:3DamFFqW32WihKkTVlwTYQ,https://api.spotify.com/v1/tracks/3DamFFqW32WihKkTVlwTYQ,https://api.spotify.com/v1/audio-analysis/3DamFFqW32WihKkTVlwTYQ,228347,4
1527,0.514,0.87,7,-6.516,1,0.0419,0.208,4.1e-05,0.524,0.847,118.962,audio_features,6s1lXoCa6EmIGnr0GrwcJp,spotify:track:6s1lXoCa6EmIGnr0GrwcJp,https://api.spotify.com/v1/tracks/6s1lXoCa6EmIGnr0GrwcJp,https://api.spotify.com/v1/audio-analysis/6s1lXoCa6EmIGnr0GrwcJp,196627,4
1528,0.907,0.489,8,-5.79,1,0.158,0.0477,0.0,0.115,0.253,136.982,audio_features,5wihevBA7MO9PNYyWyTfkh,spotify:track:5wihevBA7MO9PNYyWyTfkh,https://api.spotify.com/v1/tracks/5wihevBA7MO9PNYyWyTfkh,https://api.spotify.com/v1/audio-analysis/5wihevBA7MO9PNYyWyTfkh,211244,4
1529,0.46,0.686,1,-6.43,1,0.0301,0.0324,4.45e-06,0.126,0.338,173.829,audio_features,2pE0CMK1fE3mfU0eEOHhKw,spotify:track:2pE0CMK1fE3mfU0eEOHhKw,https://api.spotify.com/v1/tracks/2pE0CMK1fE3mfU0eEOHhKw,https://api.spotify.com/v1/audio-analysis/2pE0CMK1fE3mfU0eEOHhKw,191294,4
1530,0.542,0.626,0,-7.105,1,0.0242,0.0789,0.000508,0.277,0.813,89.734,audio_features,4OHVCeQYPncEwZOtNAJZZx,spotify:track:4OHVCeQYPncEwZOtNAJZZx,https://api.spotify.com/v1/tracks/4OHVCeQYPncEwZOtNAJZZx,https://api.spotify.com/v1/audio-analysis/4OHVCeQYPncEwZOtNAJZZx,305213,4
1531,0.532,0.66,7,-7.138,1,0.0825,0.105,0.000222,0.0996,0.676,130.013,audio_features,5AHv9EwEWsUdddO47VGDSN,spotify:track:5AHv9EwEWsUdddO47VGDSN,https://api.spotify.com/v1/tracks/5AHv9EwEWsUdddO47VGDSN,https://api.spotify.com/v1/audio-analysis/5AHv9EwEWsUdddO47VGDSN,189385,4
1532,0.536,0.901,9,-7.211,1,0.0374,0.00145,0.0186,0.06,0.666,87.559,audio_features,3QZ7uX97s82HFYSmQUAN1D,spotify:track:3QZ7uX97s82HFYSmQUAN1D,https://api.spotify.com/v1/tracks/3QZ7uX97s82HFYSmQUAN1D,https://api.spotify.com/v1/audio-analysis/3QZ7uX97s82HFYSmQUAN1D,276880,4
1533,0.593,0.289,4,-11.049,1,0.0259,0.568,0.000829,0.0928,0.733,77.119,audio_features,3evG0BIqEFMMP7lVJh1cSf,spotify:track:3evG0BIqEFMMP7lVJh1cSf,https://api.spotify.com/v1/tracks/3evG0BIqEFMMP7lVJh1cSf,https://api.spotify.com/v1/audio-analysis/3evG0BIqEFMMP7lVJh1cSf,215733,4
1534,0.685,0.594,2,-10.906,1,0.0289,0.294,3.69e-06,0.358,0.853,121.761,audio_features,00vYs0qZA40Z8AAaN7xmMO,spotify:track:00vYs0qZA40Z8AAaN7xmMO,https://api.spotify.com/v1/tracks/00vYs0qZA40Z8AAaN7xmMO,https://api.spotify.com/v1/audio-analysis/00vYs0qZA40Z8AAaN7xmMO,184160,4
1535,0.534,0.624,4,-9.589,1,0.0462,0.00797,0.0,0.128,0.687,121.402,audio_features,5SUlhldQJtOhUr2GzH5RI7,spotify:track:5SUlhldQJtOhUr2GzH5RI7,https://api.spotify.com/v1/tracks/5SUlhldQJtOhUr2GzH5RI7,https://api.spotify.com/v1/audio-analysis/5SUlhldQJtOhUr2GzH5RI7,163693,4
1536,0.251,0.917,2,-5.552,1,0.118,0.000678,0.000453,0.217,0.504,127.112,audio_features,4KcE3At063Xyleg2xGzVYz,spotify:track:4KcE3At063Xyleg2xGzVYz,https://api.spotify.com/v1/tracks/4KcE3At063Xyleg2xGzVYz,https://api.spotify.com/v1/audio-analysis/4KcE3At063Xyleg2xGzVYz,149707,4
1537,0.68,0.877,5,-10.241,0,0.0353,0.191,0.000656,0.349,0.922,108.674,audio_features,1qiQduM84A0VeH8Y2uAbqi,spotify:track:1qiQduM84A0VeH8Y2uAbqi,https://api.spotify.com/v1/tracks/1qiQduM84A0VeH8Y2uAbqi,https://api.spotify.com/v1/audio-analysis/1qiQduM84A0VeH8Y2uAbqi,185107,4
1538,0.669,0.783,2,-12.302,1,0.0295,0.0475,0.0296,0.115,0.896,124.518,audio_features,0cs671lxX2eoDzr2KMuo3N,spotify:track:0cs671lxX2eoDzr2KMuo3N,https://api.spotify.com/v1/tracks/0cs671lxX2eoDzr2KMuo3N,https://api.spotify.com/v1/audio-analysis/0cs671lxX2eoDzr2KMuo3N,201693,4
1539,0.851,0.954,1,-4.994,1,0.0961,0.153,0.0,0.319,0.86,105.406,audio_features,1sby5Tqlj9BjJKBl27e7Ie,spotify:track:1sby5Tqlj9BjJKBl27e7Ie,https://api.spotify.com/v1/tracks/1sby5Tqlj9BjJKBl27e7Ie,https://api.spotify.com/v1/audio-analysis/1sby5Tqlj9BjJKBl27e7Ie,562067,4
1540,0.356,0.296,7,-13.676,1,0.0322,0.731,1.89e-05,0.15,0.166,142.869,audio_features,7DV1fLakiEgpJ1OuMQH4yb,spotify:track:7DV1fLakiEgpJ1OuMQH4yb,https://api.spotify.com/v1/tracks/7DV1fLakiEgpJ1OuMQH4yb,https://api.spotify.com/v1/audio-analysis/7DV1fLakiEgpJ1OuMQH4yb,292720,3
1541,0.645,0.792,4,-7.34,0,0.036,0.0562,0.0121,0.119,0.666,90.565,audio_features,7nnWIPM5hwE3DaUBkvOIpy,spotify:track:7nnWIPM5hwE3DaUBkvOIpy,https://api.spotify.com/v1/tracks/7nnWIPM5hwE3DaUBkvOIpy,https://api.spotify.com/v1/audio-analysis/7nnWIPM5hwE3DaUBkvOIpy,232453,4
1542,0.403,0.891,1,-8.907,0,0.139,0.00525,0.00379,0.0519,0.427,88.936,audio_features,678Fh7cIfN1sLqxsj5sc2G,spotify:track:678Fh7cIfN1sLqxsj5sc2G,https://api.spotify.com/v1/tracks/678Fh7cIfN1sLqxsj5sc2G,https://api.spotify.com/v1/audio-analysis/678Fh7cIfN1sLqxsj5sc2G,189333,4
1543,0.452,0.889,4,-3.838,1,0.0379,0.312,0.8,0.558,0.591,145.056,audio_features,6Yu1OL8I0D4vjOzYdsXYGK,spotify:track:6Yu1OL8I0D4vjOzYdsXYGK,https://api.spotify.com/v1/tracks/6Yu1OL8I0D4vjOzYdsXYGK,https://api.spotify.com/v1/audio-analysis/6Yu1OL8I0D4vjOzYdsXYGK,153133,4
1544,0.551,0.86,7,-7.839,1,0.0796,0.262,4.57e-06,0.0558,0.723,136.921,audio_features,78JmElAFmrPNhLjovDR9Jm,spotify:track:78JmElAFmrPNhLjovDR9Jm,https://api.spotify.com/v1/tracks/78JmElAFmrPNhLjovDR9Jm,https://api.spotify.com/v1/audio-analysis/78JmElAFmrPNhLjovDR9Jm,141507,4
1545,0.532,0.355,7,-10.924,1,0.0413,0.281,0.000165,0.239,0.166,178.714,audio_features,4X5nq5swAfwEMqDOOJpEA8,spotify:track:4X5nq5swAfwEMqDOOJpEA8,https://api.spotify.com/v1/tracks/4X5nq5swAfwEMqDOOJpEA8,https://api.spotify.com/v1/audio-analysis/4X5nq5swAfwEMqDOOJpEA8,451933,4
1546,0.795,0.861,6,-16.921,1,0.0744,0.0308,0.914,0.113,0.537,120.44,audio_features,63eiF9VouGtmhiBKjm1LHU,spotify:track:63eiF9VouGtmhiBKjm1LHU,https://api.spotify.com/v1/tracks/63eiF9VouGtmhiBKjm1LHU,https://api.spotify.com/v1/audio-analysis/63eiF9VouGtmhiBKjm1LHU,739627,4
1547,0.55,0.765,7,-8.684,1,0.0287,4.82e-06,0.873,0.132,0.417,139.453,audio_features,4vnLdmUdkOworoveEzpEST,spotify:track:4vnLdmUdkOworoveEzpEST,https://api.spotify.com/v1/tracks/4vnLdmUdkOworoveEzpEST,https://api.spotify.com/v1/audio-analysis/4vnLdmUdkOworoveEzpEST,252533,4
1548,0.259,0.847,2,-6.298,1,0.0332,2.13e-05,0.823,0.133,0.682,150.162,audio_features,0Q2vqScvfcZOmxoXlW4p0V,spotify:track:0Q2vqScvfcZOmxoXlW4p0V,https://api.spotify.com/v1/tracks/0Q2vqScvfcZOmxoXlW4p0V,https://api.spotify.com/v1/audio-analysis/0Q2vqScvfcZOmxoXlW4p0V,350920,4
1549,0.265,0.5,9,-8.661,1,0.0325,0.211,0.00157,0.111,0.32,169.984,audio_features,1Ce0LuCifEoGTnf9MbXQbo,spotify:track:1Ce0LuCifEoGTnf9MbXQbo,https://api.spotify.com/v1/tracks/1Ce0LuCifEoGTnf9MbXQbo,https://api.spotify.com/v1/audio-analysis/1Ce0LuCifEoGTnf9MbXQbo,316907,4
1550,0.886,0.225,4,-11.437,1,0.457,0.676,0.0,0.0938,0.387,120.1,audio_features,2Eb367lyxqaHt6sLNANyrr,spotify:track:2Eb367lyxqaHt6sLNANyrr,https://api.spotify.com/v1/tracks/2Eb367lyxqaHt6sLNANyrr,https://api.spotify.com/v1/audio-analysis/2Eb367lyxqaHt6sLNANyrr,212000,4
