,Song,Artist,songID
10260,Desde mi libertad,Ana Belén,"['Clubbed to Death (The Matrix)', ['Robert D.'], '2W0BQsqgyO6a2LxGSDDB1I']"
10261,Desire,Andy Gibb,
10262,Morir de amor,Miguel Bosé,"['Living in America - From ""Rocky IV"" Soundtrack', ['James Brown'], '4Y5yjzs9FFw5qIgfZBd43I']"
10263,Tu frialdad,Triana,"['Rag Doll', ['Aerosmith'], '2KCJYwlBWxdlwyIYckIf6V']"
10264,Ven,Paolo Salvatore,"['(I Love You) For Sentimental Reasons', ['Nat King Cole'], '5QnCtH7euld6R68UwcWrte']"
10265,Hey,Julio Iglesias,"['A Quien Le Importa', ['Thalía'], '0R5da1qbsZ8juxK3Dm8XCw']"
10266,Santa Lucía,Miguel Ríos,"[""The Prisoner's Song"", ['Hank Snow'], '45UIc5nU0AOnsaxjzPrOCl']"
10267,Dime que me quieres,Tequila,"['The Sun Rising', ['The Beloved'], '4pCvvYLj3N4kdz0jvR33Dw']"
10268,Can't stop the music,Village People,"['I Just Called To Say I Love You', ['Stevie Wonder'], '6RNDeRnWsRMjPdNVgupZCs']"
10269,Te amaré,Miguel Bosé,"['7-Rooms Of Gloom - Single Version (Mono)', ['Four Tops'], '38SayNALjd9wkHdjuXZczk']"
10270,Shandi,Kiss,"['Wish Someone Would Care', ['Irma Thomas'], '0EP7T1h041oiEfkNCqbST2']"
10271,Emotional rescue,The Rolling Stones,"['Sólo Le Pido A Dios', ['León Gieco'], '5XxFB1oX6QvX5hrWESHIa5']"
10272,My turn to love you,Eddy Grant,"['The Headmaster Ritual - 2011 Remaster', ['The Smiths'], '4tFGNFIIZ9ANSewxGZyiDD']"
10273,Xanadu,Olivia Newton-John,"['Dani California', ['Red Hot Chili Peppers'], '10Nmj3JCNoMeBQ87uw5j8k']"
10274,Lloras,Don McLean,"['Tell Em', ['Rich Homie Quan'], '1EqTGC1pfGHm4zCxgxPmL3']"
10275,Woman in love,Barbra Streisand,"['Buffalo Soldier', ['Bob Marley & The Wailers'], '7BfW1eoDh27W69nxsmRicb']"
10276,Perdóname,Camilo Sesto,"['Vision of Love', ['Mariah Carey'], '0gLQ6jhJsyYfl7PrD1RZ7X']"
10277,Don't stand so close to me,The Police,"['You Got Yr. Cherry Bomb', ['Spoon'], '6X8DdhqGXlp9i9dsoUlXIZ']"
10278,Querer y perder,Dyango,"['I Dare You', ['Kelly Clarkson'], '0o58NWBiVXewJNfNDKQyjw']"
10279,(Just like) Starting over,John Lennon,"['Kiss from a Rose', ['Seal'], '3YKptz29AsOlm7WAVnztBh']"
10280,Qué será,Ana Belén,"['Black Sun', ['Death Cab for Cutie'], '59FC22eN2Syt9bbv2d6393']"
10281,Señor,Los Pecos,"['Worried Life Blues', ['Roy Brown'], '3mBEWBclZc2yNdWopKdTEy']"
10282,Lady,Kenny Rogers,"['The Day Before You Came', ['Meryl Streep'], '1r93lJK0yzvdlmqMIbqiqR']"
10283,Another one bites the dust,Queen,"['Wisdom to the Wise (Red 2) - A. Mochi Re-Edit', ['Dave Clarke'], '1tW68U1oqQbR03554n3Gb8']"
10284,No llores por mí Argentina,Paloma San Basilio,"['Ohms', ['Deftones'], '6mfrK1kvsOjiiH64Ier962']"
10285,Johnny & Mary,Robert Palmer,"['Hat And Beard', ['Eric Dolphy'], '2VzRmb0GCPDBv6FddHGu7s']"
10286,Las chicas son guerreras,Coz,"[""Let's Dance to Joy Division"", ['The Wombats'], '60Ih7J2Q1o9shvMC2OAALu']"
10287,No me hables,Juan Pardo,"['Lucky Man', ['Montgomery Gentry'], '4GiXBCUF7H6YfNQsnBRIzl']"
10288,Everybody's gotta learn sometime,The Korgis,"['New Sensation', ['INXS'], '2bxY1baYlyXNzmjOkFvqId']"
10289,Todo se derrumbó dentro de mí,Emmanuel,"['Pumping On Your Stereo', ['Supergrass'], '55QdsyZaO7av9MaA8seJoT']"
10290,Te quiero tanto,Iván,"['Teenage Whore', ['Hole'], '5L3H63sBURBch3bUJ2acIJ']"
10291,The best of times,Styx,
10292,Te quiero,José Luis Perales,
10293,Amar es algo más,"José Luís Rodríguez ""El Puma""","['Black Snake Moan', ['Samuel L. Jackson'], '0K9BDcvIwt8oi2ivtcKU6L']"
10294,Rapture,Blondie,"[""Sylvia's Mother"", ['Dr. Hook'], '4hLk7Bjz1XJWNDiqovvgBW']"
10295,I surrender,Rainbow,"['Desastre minero, Nueva York 1941 ""New York Mining Disaster, 1941"" - 2015 Remaster', ['Los Angeles'], '2HGqfCtQnZbT8yIdMsfjm1']"
10296,Caperucita feroz,Orquesta Mondragón,"['Elevators (Me & You)', ['OutKast'], '2oLwDI8tZUOh6SmTMRRfKs']"
10297,Something 'bout you baby I like,Status Quo,"['Wear Your Love Like Heaven', ['Donovan'], '0NkqCdYDySVdBoeGs4Nywe']"
10298,Looking for clues,Robert Palmer,"['When I Grow Up', ['NF'], '5rLyYxZNzca00ENADO9m54']"
10299,Stars on 45,Stars on 45,"['Come See About Me - ""16 Big Hits"" Stereo Version', ['The Supremes'], '79IPUhHZeRwv2MK42uRQmg']"
10300,Jugando a vivir,Miguel Ríos,"['Gay Bar', ['Electric Six'], '6s9iK4Hf5nLhdDMCnkDV3T']"
10301,Una noche de amor desesperada,Triana,"['Black Diamond', ['KISS'], '6PmckFG2BhEELc5OM7O7DS']"
10302,De niña a mujer,Julio Iglesias,"[""It's Not Right But It's Okay"", ['Whitney Houston'], '7861kBrZ5aw7o4NfggcyYW']"
10303,Hands up,Ottawan,"['Power To The People - Remastered 2010', ['John Lennon'], '7dTFUnfqXMqK3Qu0TjIIHC']"
10304,No hago otra cosa que pensar en ti,Joan Manuel Serrat,"['Iceblink Luck', ['Cocteau Twins'], '30jhMcnxqJYq3Q4G5KDfJN']"
10305,Bette Davis eyes,Kim Carnes,"[""Stuck In A Moment You Can't Get Out Of"", ['U2'], '2VvbNL1WEg3F8SEha763zx']"
10306,Pavo real,"José Luís Rodríguez ""El Puma""","['Coming Up - Remastered 2011', ['Paul McCartney'], '4Ku6X72Q815qNd7ChuiDdD']"
10307,Ma quale idea,Pino D'Angiò,
10308,"Tú, solo tú",Bertín Osborne,"['Super Sharp Shooter', ['The Ganja Kru'], '4G2xz6VoK77bXvZePb9wAZ']"
10309,El baile de los pajaritos,María Jesús y Su Acordeón,"['Cheaters Prayer', ['Christopher Martin'], '0antMnmr4befD0U81xPyG7']"
10310,Start me up,The Rolling Stones,"['Take Good Care Of My Baby', ['Bobby Vee'], '06JokgprGDKrtZ1eP6z2CQ']"
10311,Hold on tight,Electric Light Orchestra (E.L.O.),"['Saving All My Love for You', ['Whitney Houston'], '1lx8ddGT5wCD6W2xmLeRKG']"
10312,Salta!!,Tequila,"['Help Me Lose My Mind', ['Disclosure', 'London Grammar'], '4FjT3dqUW2Uq0R3pMz5V7C']"
10313,Márchate ya,Miguel Bosé,"['Stop Your Sobbing', ['The Kinks'], '2qBi4JLTvkxfqDGH2iO4yr']"
10314,Amor no me ignores,Camilo Sesto,"['Fidelity', ['Regina Spektor'], '6GskIhdM6TN6EkPgeSjVfW']"
10315,Juntos,Paloma San Basilio,"[""Parlez-Moi D'amour"", ['Dana Boulé'], '7BfDyrKPnW11375k831lay']"
10316,Champú de huevo,Tino Casal,"['Dreamer', ['Trippie Redd'], '1b2C65g0kgbybIAeKCxRYl']"
10317,No puedo enamorarme de tí,Antonio Flores,"['Random Rules', ['Silver Jews'], '6lquLzGE5CRoq2htyr2QGS']"
10318,Va a estallar el obus,Obús,"['Tequila Sunrise - 2013 Remaster', ['Eagles'], '1WYokrkFOb9TFVuTrmxTTt']"
10319,We kill the world (Don't kill the world),Boney M.,"['Why They Hide Their Bodies Under My Garage', ['Girl Band'], '2ZlTHZgzSfnfUIQaLRcHbu']"
10320,Latino,Francisco,"['I Like It Like That (feat. New Boyz)', ['Hot Chelle Rae', 'New Boyz'], '6eFahAdQgABBj1XOM99cBG']"
10321,Tonight I'm yours (Don't hurt me),Rod Stewart,"['Swinging On A Star - Single Version', ['Bing Crosby'], '7xy0PAZxzGDOcYzyptvprd']"
10322,Si la vieras con mis ojos,Dyango,"[""Keep Searchin' (We'll Follow the Sun) - Rerecorded"", ['Del Shannon'], '6IW5U4H5EkzznI0fCWlbzR']"
10323,Que no lastimen a tu corazón,Los Pecos,"['Juicy Fruit', ['Mtume'], '2hn1lerQkPC6fOI0QFjr8r']"
10324,(Out here) On my own,Nikka Costa,"['People Everyday', ['Arrested Development'], '5thts3213xwSroRd11fv5A']"
10325,Souvenir,Orchestral Manoeuvres in the Dark (O.M.D.),"['Salt Peanuts', ['Miles Davis Quintet'], '3N8RYqxZwy3IGACBYzZ4lN']"
10326,Como una ola,Rocío Jurado,
10327,Frente al amor,María Jiménez,"['And the Angels Sing - Remastered', ['Benny Goodman', 'Martha Tilton'], '6N2I2nV6hNWtjW9Exqkhb4']"
10328,Some folks (Come bring your love to me),Street Boys,"['Flash Delirium', ['MGMT'], '5esEbMt6LHtiha7cqsGdO7']"
10329,One of us,ABBA,"['I Alone', ['Live'], '3LpnzPxkMI6XS4JCbhNeek']"
10330,La ladrona,Paolo Salvatore,"['Cemetry Gates - 2011 Remaster', ['The Smiths'], '03yOjwHoOPDlTUg0NRxN6t']"
10331,Los rockeros van al infierno,Barón Rojo,
10332,A la porra la sartén,Carmín,"['C30 C60 C90 Go', ['Bow Wow Wow'], '0MarH4DxxWlIGrHJzBDQci']"
10333,Bésame tonta,Orquesta Mondragón,"['Would I Lie to You? - Remastered Version', ['Eurythmics', 'Annie Lennox', 'Dave Stewart'], '1lJZSsMoWEbrgaY6CxPMf8']"
10334,Me colé en una fiesta,Mecano,"['Blood Bank', ['Bon Iver'], '7qUoDTmVj07qUf6ZBDhWKl']"
10335,Él,Lucía,"['Maybe Baby', ['The Crickets'], '20UjAGdEjVb8DniNXvqHJy']"
10336,Bienvenidos,Miguel Ríos,"['The Dance', ['Brooks Jefferson'], '3vFk6g15YAzFtpJFRKBlIW']"
10337,Ebony and Ivory,Paul McCartney,
10338,Bailando,Alaska y Los Pegamoides,"['Shake You Down', ['Gregory Abbott'], '7wQ9alB79WZb0F5gFLbxSh']"
10339,Me estoy volviendo loco,Azul y Negro,"['Don\'t Give Up On Me - (From ""Five Feet Apart"")', ['Andy Grammer'], '5A3fPy30SN2wuzrahpcxvV']"
10340,Que dolor,Raffaella Carrá,"['What Else Is There ?', ['Röyksopp'], '238vPTkV2cKupWDnAietb6']"
10341,More than this,Roxy Music,"['I Thank You - LP / Single Version', ['Sam & Dave'], '0c2Gc3qrijvGkr0mZ8iKxq']"
10342,Tú y yo,Emmanuel,"['Talk Of The Town', ['Jack Johnson', 'Kawika Kahiapo'], '3zEykA3yKGcWaExQsfFdZp']"
10343,Un toque de locura,"José Luís Rodríguez ""El Puma""","['Never Never Gonna Give Ya Up', ['Barry White'], '3LxMs3DBirmev8OFkSNuBA']"
10344,Just an illusion,Imagination,"['Going Up The Country', ['Canned Heat'], '57460SJgSpCXaRJ9YIYHxy']"
10345,Las leandras,Luís Cobos,"['This Boy - Remastered 2009', ['The Beatles'], '0oQshbv1BFLZ61b1tQ4Eqg']"
10346,Que tire la toalla,Leño,"['Where Were You In The Morning?', ['Shawn Mendes'], '376Gg7Oxo5C5jUWDWpVXeI']"
10347,Felicidad,Al Bano y Romina Power,"['DISCOTHEQUE', ['Nana Mizuki'], '4i9D1GN4xtGXiYRgx7mfl9']"
10348,Dos enamorados,Pedro Marín,"['Tears Of Rage - Remastered', ['The Band'], '1FEdEeL3LVSw0upgUChKAB']"
10349,Hay que ver,Juan Pardo,"[""Shadowboxin'"", ['GZA', 'Method Man'], '7bp5DfkdK1OAvNJ1U4HfDA']"
10350,Maquillaje,Mecano,"['Sober', ['Childish Gambino'], '5NhlpQ6BOIz3S5welptk1W']"
10351,No sucederá más,Claudia Mori,"['The Best of My Love - 2013 Remaster', ['Eagles'], '5MLLuLqPdUlx8bfKtdkLwO']"
10352,Eye of the tiger,Survivor,"['You Only Live Once', ['The Strokes'], '4fPBB44eDH71YohayI4eKV']"
10353,Love is in control (Finger on the trigger),Donna Summer,"[""Je suis venu te dire que je m'en vais"", ['Serge Gainsbourg'], '5cC9RZFMzrpbA9U1m4zSPm']"
10354,El blues del autobús,Miguel Ríos,"[""'Til I Die - Remastered 2009"", ['The Beach Boys'], '2Uup75DRkJ03P91XyITXGC']"
10355,Dueño de nada,"José Luís Rodríguez ""El Puma""","['Together Again', ['Janet Jackson'], '1GrikfH0jDejDvrxo84n4P']"
10356,Abrázame,Bertín Osborne,"[""He'll Have to Go"", ['Jim Reeves'], '7DH5dXVuQaqcKf9oTy9oUN']"
10357,Por amor,José Luis Perales,"['Brick House', ['Commodores'], '5VJjhHyG8NZ5xdgG6uTb3P']"
10358,No me vuelvo a enamorar,Julio Iglesias,"['Hammond Song', ['The Roches'], '3cPtZw0oqMEkKlGSF0SLkc']"
10359,Can't take my eyes off you,Boys Town Gang,"['Burning Up (Fire)', ['BTS'], '4z9gBZQjGS4QLb4LOvmeuA']"
10360,No aguanto más,Luz Casal,"['Avalon - Remastered', ['Roxy Music'], '7iWIdiJlKvJ4PjFYVrWLUU']"
10361,Amor de hombre,Mocedades,"['Oh (feat. Ludacris)', ['Ciara', 'Ludacris'], '7i7UIbm5E0DD7aSOYvwp2v']"
10362,It's raining again,Supertramp,"['Gaby oh Gaby - Remix 1991', ['Alain Bashung'], '505XP0vyEM7oUz5JdcPpT1']"
10363,Music and lights,Imagination,"['Willie The Pimp', ['Frank Zappa'], '4fb4QSuQt8FLghjG0Ipd7g']"
10364,Bravo muchachos,Miguel Bosé,"[""There's Always Something There to Remind Me"", ['Lou Johnson'], '1zc9G4b4zbRptS59Lg8VZu']"
10365,Tu cadena,Francisco,"['A Sunday Kind Of Love', ['Etta James'], '0zGLlXbHlrAyBN1x6sY0rb']"
10366,Devuélveme mi libertad,Camilo Sesto,"['When It Rains It Pours', ['Luke Combs'], '1mMLMZYXkMueg65jRRWG1l']"
10367,Pass the dutchie,Musical Youth,"[""You Don't Know Me"", ['Victorious Cast', 'Elizabeth Gillies'], '6mSL6E1oxowyr3qknFAHTm']"
10368,Y ¿cómo es él?,José Luis Perales,"[""Lover I Don't Have To Love"", ['Bright Eyes'], '1fPLarHjgMC9QlsHfPijbr']"
10369,The girl is mine,Michael Jackson,"[""He's Simple, He's Dumb, He's The Pilot"", ['Grandaddy'], '6WDgN0IgzT40Ae08rCssLi']"
10370,The night,Azul y Negro,"['Working in the Coal Mine', ['Lee Dorsey'], '5GR1Jj5ahZtoR6WqyM5LP4']"
10371,"Mirror man (12"" extended version)",The Human League,"['The Sidewinder - Remastered 1999/Rudy Van Gelder Edition', ['Lee Morgan'], '1dZHIbmuBDAwXfQOM4dyM3']"
10372,Eres tú,Luz Casal,"['See My Baby Jive - 2006 Remaster', ['Wizzard'], '6cg3CWWHTui9KAew9dHIjT']"
10373,Lies,The Thompson Twins,"['Fireflies', ['Owl City'], '3DamFFqW32WihKkTVlwTYQ']"
10374,El barón del bidé,La Trinca,"[""This Wheel's On Fire"", ['Siouxsie and the Banshees'], '1JRDjdUYViUZPGDue1CENL']"
10375,All right,Christopher Cross,"['Green Tambourine', ['The Lemon Pipers'], '240FNg8tSGXr9OGswVMuO6']"
10376,Desire,Future World Orchestra,"['La Muralla Verde', ['Los Enanitos Verdes'], '1qvY1z3Wm3sAYeHfPTnrbI']"
10377,Embrujada,Tino Casal,"[""Gone With The Wind - Tara's Theme"", ['Max Steiner'], '0r2eiBj4ohn8S0DKWzWQb9']"
10378,You are a danger,Gary Low,"['Englishman In New York', ['Sting'], '4KFM3A5QF2IMcc6nHsu3Wp']"
10379,Por volverte a ver,Dyango,"['me & ur ghost', ['blackbear'], '38KsRHYE10bG0paU78gL9r']"
10380,Genetic engineering,Orchestral Manoeuvres in the Dark (O.M.D.),"['Duel au soleil - 2006 Remaster', ['Étienne Daho'], '0DmECgkk7chNyhf4kaHaLN']"
10381,Un paso adelante,Emilio José,"['Messe pour le temps présent: 2. Psyché Rock', ['Pierre Henry', 'Michel Colombier'], '1SeFJKXiXP8o374gDUylL9']"
10382,La noche no es para mí,Vídeo,"['Sea of Love', ['Cat Power'], '1J3w85cS3FEmoSKRu2dQJ8']"
10383,Let's dance,David Bowie,"['A Rose For Emily', ['The Zombies'], '6BSM7JqYn5wZxl1o3f7oxT']"
10384,Fame,Irene Cara,"['Puente', ['Gustavo Cerati'], '6gwaa6ElIixNTvu6RwkMyo']"
10385,Baila comigo,Rita Lee,"['Bad and Boujee (feat. Lil Uzi Vert)', ['Migos', 'Lil Uzi Vert'], '4Km5HrUvYTaSUfiSGPJeQR']"
10386,No tengo tiempo (Con los dedos de una mano),Azul y Negro,"['Shangri-La', ['SPEECHLESS'], '3fr6YASa6IOc3o7xuDuvs7']"
10387,Mi mundo tú,Camilo Sesto,"['Someone Saved My Life Tonight', ['Elton John'], '0bLOiofyBB62YU2cNnONJG']"
10388,Last night a Dj saved my life,Indeep,"['Soldier of Love', ['Sade'], '0bgsj8kz5zWbQ6njk2Oqoz']"
10389,El rock de una noche de verano,Miguel Ríos,"['Choice of Colors - Single Version', ['The Impressions'], '28tgHkgZoBWHsmbzmI41Yt']"
10390,Volveré,Chiquetete,"[""What You Won't Do for Love"", ['Bobby Caldwell'], '7dL8FCLzEaWC2A3qWQuz1q']"
10391,Moonlight shadow,Mike Oldfield,"['Macarena - Bayside Boys Remix', ['Los Del Rio'], '2df5QsXucx4VLiHNGusXD5']"
10392,Baby Jane,Rod Stewart,"[""Tom's Diner"", ['Suzanne Vega', 'DNA'], '7f9sC9fvtjYSZYOLSmKJlq']"
10393,Every breath you take,The Police,
10394,She works hard for the money,Donna Summer,"['Get out of My Life Woman', ['Lee Dorsey'], '6DNgKv1sWH2505Z5SAqAXr']"
10395,Cada loco con su tema,Joan Manuel Serrat,"['Born to Be With You', ['Dion'], '5Nk8O7z4CFqvQpVymTTUFS']"
10396,Mamma María,Ricchi e Poveri,"['All Night', ['The Vamps', 'Matoma'], '0dXNQ8dckG4eYfEtq9zcva']"
10397,Dolce vita,Ryan Paris,"['Raw (Edit) - 45 Version', ['Big Daddy Kane'], '5TDEIDElkU2hrMnusjPLNu']"
10398,True,Spandau Ballet,"['Broken Arrows', ['Avicii'], '260jSxvzkFt71ksvkcy2ke']"
10399,La fiesta nacional,Mecano,"[""Doin' it Right (feat. Panda Bear)"", ['Daft Punk', 'Panda Bear'], '36c4JohayB9qd64eidQMBi']"
10400,No estás sola,Miguel Ríos,"['Fade Away', ['The Kid LAROI', 'Lil Tjay'], '32ypPhtgTaETvFn3ZIHXTW']"
10401,Maniac,Michael Sembello,"['Jack Your Body - Original Mix', ['SL Curtiz'], '1ELoOYxaQ8X2sPSxSN1qO5']"
10402,Wrapped around your finger,The Police,"['Secreto', ['Anuel AA', 'KAROL G'], '0wEXQrok5avPxlpS7p3IIl']"
10403,The woman in you,Bee Gees,"['A World Without Love', ['Peter And Gordon'], '1A0j6qANKHgk7VZ6uvYO06']"
10404,Scotland and the brave,The Royal Philharmonic Orchestra,"['Waters of Nazareth', ['Justice'], '0WGLjl3EIjf9MjJFJ90yX9']"
10405,Víctimas del desamor,Vídeo,"['My Silver Lining', ['First Aid Kit'], '5BkNCuxzzid0gz9sx3NNbX']"
10406,Caballo de batalla,Juan Pardo,"['Lovergirl', ['Teena Marie'], '13xKh7WqwxzEFYhYCJJwHg']"
10407,Quién piensa en ti,Gonzalo,"['Young Turks - 2008 Remaster', ['Rod Stewart'], '5n1amEDwVKucAGMqePk9yN']"
10408,Karma chameleon,Culture Club,"['Monkey Man', ['The Rolling Stones'], '5m6livL7ccIS92wq16n52r']"
10409,Tiempo de amor,Danza Invisible,"['Tropicalia', ['Beck'], '6rx6Ew1sday1KvsnD4HNdI']"
10410,Se puede decir,Platino,"[""Let's Do It Again"", ['J Boog'], '4TBtGrMgUYH7D5Tf5HLvyz']"
10411,Decídete,Luís Miguel,"[""I Can't Quit You Baby - 1990 Remaster"", ['Led Zeppelin'], '62QInSlXQI11BR9ycVWjd6']"
10412,Undercover of the night,The Rolling Stones,"['The Magic Position', ['Patrick Wolf'], '0oBfrjRtYaCi82cAiHuo5W']"
10413,Conspiración,Olé Olé,"['People Have the Power', ['Patti Smith'], '4GbnjrrobeVLCl1FQ5C0OY']"
10414,Transparente maniquí,RH+,"['Soliltary Man', ['Neil Diamond'], '0JHnYWw2dChdrApll2QtMn']"
10415,Union of the snake,Duran Duran,"['Lost in Music', ['Sister Sledge'], '47eSFHsPDVJwssTTG62Af3']"
10416,Thriller,Michael Jackson,"['London is the Place for Me', ['Lord Kitchener'], '1pETAnznla509bUKb34xnS']"
10417,Vuelve,Gonzalo,"['My Drug Buddy - Remastered', ['The Lemonheads'], '6SI3qNCqO31xOdvxnbgGRd']"
10418,Amor de mujer,Camilo Sesto,"['Late in the Evening', ['Paul Simon'], '2h23bjG8B3bcD47HBu6bHG']"
10419,El pistolero,Pistones,"['My Blue Heaven', ['Taking Back Sunday'], '3m6ErylZBDiy7KQPFW8QFv']"
10420,París latino,Bandolero,"['You Still Believe In Me - Remastered', ['The Beach Boys'], '4fJtDPJ2NiLfFfZfu8HyYc']"
10421,Nobody told me,John Lennon,"['Secret Agent Man', ['Johnny Rivers'], '2BlaUfBTbWG50DoZHBD1uV']"
10422,Obsesión,Platino,"['La piscine', ['Hypnolove'], '1iSzIT6j7be9u0oNTHutRn']"
10423,Radio Ga Ga,Queen,"['Day After Day - Rerecording', ['Badfinger'], '3S47bNqbF19uNSr6vS4spc']"
10424,Eterna melodía,Bertín Osborne,"[""Ain't Nothing Like The Real Thing"", ['Marvin Gaye', 'Tammi Terrell'], '37soQoNhEEIrhhYgHWK1xU']"
10425,Mangas cortas,Los Elegantes,"['Sailing - 2008 Remaster', ['Rod Stewart'], '0AAaEKogi9tLTvvVvstLCJ']"
10426,No me puedes dejar así,Luís Miguel,"['By The Time I Get To Phoenix', ['Jimmy Webb', 'Boston Pops Orchestra', 'John Williams'], '0FNqa4vnuoDLsvJNBe6HjP']"
10427,Ali shuffle,Camaro's Gang,"['Inner Meet Me', ['The Beta Band'], '14v8jznoR89bjfgmVWvCrh']"
10428,Running with the night,Lionel Richie,"['Hey Man Nice Shot - 2009 Remastered Version', ['Filter'], '21oe8ZdEOkGRtuvBjOnumN']"
10429,Adrenalina,Olé Olé,"['Joy Spring', ['Clifford Brown', 'Max Roach Quintet'], '2oMaXY0yiWhAEWD7SutXh2']"
10430,Lobo hombre en París,La Unión,"['Diamonds and Pearls', ['Prince'], '7IoLw1bECmOSWcm2u9SmRH']"
10431,El hombre lobo,Azul y Negro,"['Paparazzi', ['Lady Gaga'], '7Hqig8kp32q2Ire3ECQvWM']"
10432,Los ojos del gato,Luz Casal,"['The Yeah Yeah Yeah Song - Extended Version', ['The Flaming Lips'], '14r4a42hvJcusMBB7cfZxm']"
10433,"Lady, lady",Bravo,"['Kim & Cookie (Interlude)', ['OutKast'], '2yvWkrlNApnKycQUT2s3ct']"
10434,Pánico en el Edén,Tino Casal,"[""There's a Moon out Tonight"", ['The Capris'], '1BILDfIiSgFh6MvLHjq1Jo']"
10435,Esta noche me quiero descolgar,Trúpita,"['Too Shy', ['Kajagoogoo'], '6WEBIVqiEsevfgJefTyuQQ']"
10436,Una de dos,Luis Eduardo Aute,"['I Found a Love', ['Johnnie Taylor'], '6KmnejQFYdWUVUJh6zwEce']"
10437,Piel de terciopelo,Pato de Goma,"['Starálfur', ['Sigur Rós'], '55gISxV37mffOW2DbSskT3']"
10438,Noches de San Juan,Bertín Osborne,"['Fine And Mellow', ['Billie Holiday'], '1QdQ4r05QWhtcTTXOgRtyA']"
10439,Si tú los vieras,Los Pecos,"['Tunnel of Love', ['ilyTOMMY', 'Savage Ga$p'], '1K4OfBFaLleSUaUVjp1l2X']"
10440,Joanna,Kool and The Gang,"['Ritual Union', ['Little Dragon'], '5uTjNzGKCQ50synrf9dWmT']"
10441,Cerca de tí,Los Elegantes,"[""Natalia's Song"", ['Zomby', 'Reark'], '7ItGBG7x9PbJssFgRgB0yj']"
10442,One love / People get ready,Bob Marley & The Wailers,"['You And Me Song', ['The Wannadies'], '7n7aetN8I6fbyfGum2jtSG']"
10443,"La colegiala (12"" extended version)",Gary Low,"['Eye In The Sky', ['The Alan Parsons Project'], '39qYD4J4BKvZMQgxfXl5bv']"
10444,Only when you leave,Spandau Ballet,"['The Healer', ['Erykah Badu'], '7otmKWoMlpWkrMnnIQHXEg']"
10445,State of shock,The Jacksons,"['Animal (Fuck Like A Beast)', ['W.A.S.P.'], '22KezdnLpayPKz4aTDt899']"
10446,Fotonovela (Chapter 1),Iván,"['The Cave', ['Mumford & Sons'], '7IxVWmdabNVhfLBV3JD0nJ']"
10447,Desidia,Objetivo Birmania,"[""Until You Come Back to Me (That's What I'm Gonna Do)"", ['Aretha Franklin'], '3iX0BMs9dX9CsgrHhiB173']"
10448,All of you,Julio Iglesias,"[""I'm Like A Bird - Recorded at Spotify Studios NYC"", ['Alessia Cara'], '2JtSnwYNKOphDrshYL8n4p']"
10449,Juegos de amor,Diseño,"['Statesboro Blues - Live At The Final Fillmore East Concert, 1971', ['Allman Brothers Band'], '40yuBUx5IakZTxbmEqa6b5']"
10450,Send me an angel,Real Life,"[""Ascension (Don't Ever Wonder)"", ['Maxwell'], '6l4TNbfPtNAOOlGIfceSaO']"
10451,Susanna,The Art Company,"['Spanish Bombs - Remastered', ['The Clash'], '6wtmql7FJ7SSLuSw8JD8rX']"
10452,Tentación,José Luis Perales,"['The Boy In the Bubble', ['Paul Simon'], '00IrSynHsun7DpDrLkRIjM']"
10453,I just called to say I love you,Stevie Wonder,"['The Gambler', ['Kenny Rogers'], '5KqldkCunQ2rWxruMEtGh0']"
10454,Blue jean,David Bowie,"['More Than A Woman - From ""Saturday Night Fever"" Soundtrack', ['Bee Gees'], '49OMJ1prsRA7ZYgrAjz70c']"
10455,Esta cobardía,Chiquetete,"[""Mickey's Monkey - Single Version / Mono"", ['The Miracles'], '2lIxOmTkZZDZEw18MD8EcV']"
10456,Arturo,Cadillac,"['Reverend Black Grape', ['Black Grape'], '2ZODjHVq1JxCBqWFeBPmAo']"
10457,Sildavia,La Unión,"['This is Radio Clash', ['The Clash'], '7sQkeztZAGR3haZL71wvZe']"
10458,Why?,Bronski Beat,"['Work from Home (feat. Ty Dolla $ign)', ['Fifth Harmony', 'Ty Dolla $ign'], '4tCtwWceOPWzenK2HAIJSb']"
10459,Todo a pulmón,Miguel Ríos,"[""Rockin' It Home"", ['Djneilien'], '4jq1ub07tQbAetGC8o6Ski']"
10460,Cómo pudiste hacerme esto a mí,Alaska y Dinarama,"['Come On In My Kitchen - Live / Remastered 2017', ['Steve Miller Band'], '7tTcIH8iQ5QZukz3SvdlSq']"
10461,No te aguanto más,Objetivo Birmania,"['Girls Talk Boys (from the ""Ghostbusters"" Original Motion Picture Soundtrack)', ['5 Seconds of Summer'], '3AqhGYasXnen5PvLsHL1vc']"
10462,Voy a mil,Olé Olé,"[""Who's That Girl?"", ['Eve'], '3uVE5vLKkigiWBOQEgmdDk']"
10463,Tú no tienes corazón,Luís Miguel,"['Straight Up', ['Paula Abdul'], '5xl5582IihbEZAnfj0xyso']"
10464,Ninna,Juan Pardo,"['Treat Her Right', ['Roy Head & The Traits'], '2dq2J24oIF67Uvttut4dv7']"
10465,Arte moderno,La Mode,
10466,Amante bandido,Miguel Bosé,"['Repeater', ['Fugazi'], '3aJ1usdhO4jQ5VAFiet0CL']"
10467,Lay your hands on me,The Thompson Twins,"['Already Gone - 2013 Remaster', ['Eagles'], '0CKxrnF9KplS21LTjkkqsW']"
